Genreid,Day 
13160,day,58402
9482,night,58403
9985,day,58404
13555,day,58405
14621,night,58406
2112,day,58407
13208,night,58408
3517,night,58409
2900,night,58410
6784,day,58411
8297,day,58412
6047,night,58413
5020,day,58414
16518,day,58415
13046,day,58416
310,day,58417
8046,day,58418
480,day,58419
11630,day,58420
8299,day,58421
2941,day,58422
10584,day,58423
7355,day,58424
5630,night,58425
1167,day,58426
10001,night,58427
764,day,58428
595,day,58429
4344,day,58430
865,day,58431
6259,night,58432
6479,night,58433
5690,day,58434
11462,day,58435
13616,day,58436
9879,day,58437
1281,day,58438
10558,night,58439
1524,night,58440
4092,day,58441
10371,night,58442
9675,day,58443
15872,day,58444
16613,night,58445
7092,night,58446
12587,day,58447
11435,day,58448
10067,day,58449
13101,night,58450
4311,night,58451
10880,night,58452
8538,night,58453
5020,night,58454
13234,day,58455
7477,day,58456
828,night,58457
12479,night,58458
9793,night,58459
16054,night,58460
230,day,58461
16591,day,58462
12935,day,58463
15124,day,58464
8440,day,58465
15783,night,58466
1511,night,58467
4733,night,58468
14730,day,58469
9675,day,58470
4832,day,58471
3016,day,58472
5347,day,58473
3555,day,58474
13197,night,58475
10636,day,58476
16612,night,58477
5038,day,58478
1620,night,58479
15356,day,58480
11387,night,58481
16188,night,58482
8859,day,58483
2079,night,58484
10926,day,58485
11563,day,58486
4090,day,58487
2997,night,58488
387,night,58489
8876,night,58490
13896,day,58491
8380,night,58492
4244,night,58493
3014,night,58494
12702,night,58495
3495,night,58496
4157,night,58497
3649,day,58498
15989,day,58499
5630,night,58500
3930,day,58501
2452,day,58502
8414,day,58503
552,day,58504
3149,day,58505
15101,day,58506
9189,night,58507
9083,day,58508
4935,day,58509
16566,night,58510
9613,night,58511
2434,day,58512
418,night,58513
13870,night,58514
9942,day,58515
638,day,58516
4338,day,58517
1003,night,58518
14769,day,58519
15835,day,58520
3993,night,58521
12801,day,58522
13756,night,58523
47,day,58524
12504,day,58525
3450,day,58526
11253,day,58527
10827,day,58528
7466,day,58529
4789,day,58530
12091,night,58531
2503,day,58532
15467,day,58533
3928,night,58534
6294,night,58535
9028,day,58536
14585,day,58537
7470,day,58538
7619,day,58539
7545,day,58540
6631,night,58541
11063,night,58542
5795,day,58543
369,night,58544
3298,day,58545
5479,night,58546
9599,day,58547
12542,night,58548
11664,day,58549
4230,day,58550
16126,day,58551
9359,day,58552
1036,night,58553
4764,day,58554
10433,day,58555
13365,day,58556
14091,night,58557
14055,day,58558
15482,day,58559
7624,night,58560
11811,night,58561
14150,night,58562
15366,night,58563
8778,day,58564
14123,night,58565
11204,night,58566
11868,day,58567
1115,day,58568
4346,day,58569
11515,night,58570
5231,night,58571
7843,day,58572
5483,night,58573
1753,night,58574
9915,night,58575
7559,night,58576
2594,day,58577
3691,day,58578
11189,night,58579
7343,night,58580
14181,day,58581
9130,night,58582
8935,day,58583
2332,day,58584
12894,day,58585
8881,day,58586
1130,day,58587
4365,day,58588
15782,day,58589
10557,night,58590
13350,night,58591
13139,day,58592
5515,day,58593
1614,night,58594
6114,day,58595
5296,night,58596
9662,night,58597
9369,night,58598
6218,day,58599
16285,day,58600
5765,night,58601
1312,night,58602
1134,night,58603
10306,day,58604
1880,day,58605
11516,night,58606
7638,night,58607
4414,night,58608
3165,day,58609
12553,night,58610
9283,day,58611
8390,day,58612
16225,day,58613
16291,night,58614
2123,day,58615
10572,day,58616
10624,day,58617
10981,day,58618
13220,day,58619
15808,day,58620
14094,day,58621
1646,night,58622
15934,day,58623
4127,day,58624
9804,night,58625
12423,night,58626
14068,day,58627
11883,day,58628
10501,day,58629
882,night,58630
15837,night,58631
15179,day,58632
9263,night,58633
1782,night,58634
15488,night,58635
2620,day,58636
7235,night,58637
13681,day,58638
14054,day,58639
3117,night,58640
11448,day,58641
11598,night,58642
16446,night,58643
8560,day,58644
2471,night,58645
15443,night,58646
12083,day,58647
4524,day,58648
707,night,58649
13112,night,58650
2902,day,58651
14166,day,58652
5669,night,58653
3624,day,58654
11986,day,58655
10863,day,58656
7182,day,58657
16282,night,58658
3145,day,58659
12016,night,58660
15559,day,58661
13871,day,58662
10801,day,58663
12019,day,58664
4282,night,58665
10342,day,58666
1087,day,58667
8818,night,58668
14942,night,58669
1840,day,58670
3580,night,58671
4163,day,58672
4046,day,58673
6585,night,58674
9548,day,58675
11588,night,58676
13198,night,58677
14441,night,58678
9275,day,58679
16146,day,58680
211,day,58681
10123,day,58682
9550,day,58683
2317,day,58684
14423,night,58685
2561,night,58686
1067,night,58687
12574,day,58688
10746,night,58689
8999,night,58690
9444,night,58691
14484,day,58692
8735,day,58693
6043,night,58694
3179,day,58695
11439,day,58696
5849,night,58697
8351,night,58698
823,day,58699
4558,day,58700
1099,night,58701
14247,day,58702
12629,night,58703
1961,night,58704
15861,night,58705
14359,night,58706
3536,night,58707
5541,day,58708
11522,day,58709
1868,day,58710
5558,day,58711
16210,day,58712
15780,day,58713
12458,day,58714
4435,day,58715
15381,night,58716
5989,day,58717
7263,day,58718
11084,night,58719
15834,night,58720
691,day,58721
15289,day,58722
861,day,58723
8533,night,58724
9859,night,58725
15508,night,58726
1297,night,58727
266,night,58728
11746,night,58729
9328,night,58730
9733,night,58731
2701,night,58732
4281,night,58733
6330,day,58734
12366,night,58735
106,day,58736
10435,night,58737
7133,night,58738
5657,night,58739
9090,night,58740
4941,day,58741
8693,night,58742
9605,day,58743
246,day,58744
12523,day,58745
16056,day,58746
7545,night,58747
13124,day,58748
10683,night,58749
10440,day,58750
2747,day,58751
14455,day,58752
7296,day,58753
8661,day,58754
5483,night,58755
1532,night,58756
11472,night,58757
3148,night,58758
8429,night,58759
795,day,58760
10704,day,58761
12994,day,58762
12603,night,58763
9334,night,58764
11802,day,58765
9649,night,58766
16703,day,58767
11383,day,58768
11598,night,58769
13497,night,58770
12881,night,58771
13525,day,58772
2504,night,58773
16176,day,58774
6477,day,58775
14091,day,58776
11870,day,58777
15154,day,58778
15750,day,58779
10813,day,58780
15106,day,58781
12596,day,58782
1046,day,58783
2014,day,58784
884,night,58785
15442,day,58786
4019,day,58787
13760,day,58788
3567,day,58789
2150,day,58790
8427,night,58791
9804,day,58792
10272,day,58793
9308,night,58794
2110,day,58795
14899,day,58796
10965,day,58797
10639,day,58798
10861,day,58799
10958,day,58800
5710,day,58801
12624,day,58802
1943,day,58803
10024,day,58804
10782,night,58805
13524,day,58806
12180,night,58807
12933,day,58808
7235,day,58809
16599,day,58810
12054,night,58811
4427,night,58812
14159,day,58813
2691,day,58814
2602,day,58815
8947,day,58816
7701,day,58817
3709,day,58818
1764,night,58819
136,day,58820
4276,day,58821
4878,night,58822
8483,day,58823
2661,day,58824
16403,night,58825
13998,day,58826
2468,day,58827
2559,day,58828
534,day,58829
14890,night,58830
4180,day,58831
6478,night,58832
13977,day,58833
554,day,58834
14690,night,58835
8765,night,58836
13289,day,58837
15727,day,58838
14513,night,58839
11680,day,58840
6810,night,58841
13768,day,58842
11595,night,58843
16021,day,58844
3936,day,58845
2797,day,58846
1215,day,58847
7285,day,58848
11190,night,58849
12278,day,58850
11143,day,58851
16500,night,58852
11770,night,58853
4913,day,58854
14087,night,58855
9904,night,58856
8521,night,58857
2832,night,58858
10140,night,58859
8328,night,58860
11597,day,58861
8806,night,58862
15102,day,58863
16172,day,58864
13721,night,58865
12389,day,58866
163,night,58867
9683,day,58868
4968,night,58869
6018,night,58870
1235,day,58871
503,day,58872
3848,night,58873
1751,night,58874
2537,day,58875
2109,day,58876
15478,night,58877
5939,day,58878
14462,night,58879
11617,night,58880
9407,night,58881
12923,day,58882
6281,day,58883
651,day,58884
8594,day,58885
4080,night,58886
14185,day,58887
1315,day,58888
10629,night,58889
3492,day,58890
14892,night,58891
1153,day,58892
2282,day,58893
2878,night,58894
7935,night,58895
7946,night,58896
5576,day,58897
14170,day,58898
13671,night,58899
12241,day,58900
4043,day,58901
16110,night,58902
14146,night,58903
13218,night,58904
15378,day,58905
16700,day,58906
4339,day,58907
13901,night,58908
1063,day,58909
16614,day,58910
10996,night,58911
5091,night,58912
8118,day,58913
10402,night,58914
10700,night,58915
12010,day,58916
11119,night,58917
13207,day,58918
4951,day,58919
6904,day,58920
11654,day,58921
11758,day,58922
1837,night,58923
3700,night,58924
15013,night,58925
7455,day,58926
10870,night,58927
4649,night,58928
5321,night,58929
16582,day,58930
2412,night,58931
13471,night,58932
16554,day,58933
6189,day,58934
6377,day,58935
539,night,58936
10882,night,58937
12726,day,58938
12902,night,58939
6556,day,58940
8331,day,58941
2111,day,58942
8418,day,58943
1577,night,58944
13521,night,58945
7394,night,58946
6851,night,58947
4561,night,58948
6789,night,58949
9185,night,58950
6655,night,58951
11938,night,58952
12390,day,58953
7567,day,58954
11219,day,58955
11928,night,58956
3559,night,58957
10927,day,58958
9882,night,58959
14805,day,58960
617,night,58961
2520,day,58962
1521,night,58963
9409,day,58964
14579,night,58965
12938,night,58966
10441,night,58967
4827,day,58968
8380,day,58969
13390,day,58970
15286,night,58971
1154,night,58972
7554,night,58973
6606,day,58974
14946,day,58975
9910,day,58976
12544,day,58977
6746,day,58978
14030,day,58979
16295,day,58980
2753,day,58981
5109,night,58982
2276,night,58983
11663,day,58984
7065,day,58985
16725,night,58986
589,day,58987
5043,day,58988
241,day,58989
11015,night,58990
5392,day,58991
14560,day,58992
3827,night,58993
13276,day,58994
9114,day,58995
13135,day,58996
2062,day,58997
1363,day,58998
6017,night,58999
12025,night,59000
1492,day,59001
16188,night,59002
10795,night,59003
14501,day,59004
9287,day,59005
15431,day,59006
14551,night,59007
5992,day,59008
15947,night,59009
15633,day,59010
6321,day,59011
7802,night,59012
16060,day,59013
548,night,59014
2276,night,59015
7498,night,59016
1359,night,59017
3285,night,59018
5192,day,59019
14032,day,59020
13247,day,59021
9070,night,59022
7378,day,59023
7807,day,59024
12709,night,59025
8392,day,59026
8756,night,59027
8818,day,59028
15019,night,59029
9242,night,59030
2455,night,59031
16096,night,59032
14628,day,59033
581,day,59034
9610,night,59035
2721,night,59036
12516,night,59037
5497,night,59038
10660,night,59039
2502,night,59040
12754,night,59041
15412,night,59042
13016,night,59043
4801,day,59044
10003,day,59045
6654,day,59046
684,day,59047
6929,day,59048
3027,night,59049
16599,night,59050
4470,day,59051
12540,day,59052
15745,night,59053
7376,day,59054
12678,day,59055
6125,night,59056
7550,night,59057
8617,night,59058
15919,night,59059
9979,day,59060
476,day,59061
14046,night,59062
13932,night,59063
15677,day,59064
3590,night,59065
7526,day,59066
6712,night,59067
1052,day,59068
13229,night,59069
16301,day,59070
1317,day,59071
5400,night,59072
9558,day,59073
8641,night,59074
5184,night,59075
12070,day,59076
11037,day,59077
10025,day,59078
3585,day,59079
14119,day,59080
9804,day,59081
6180,night,59082
13750,day,59083
12973,day,59084
2579,day,59085
14918,night,59086
14227,night,59087
7153,day,59088
1430,day,59089
6110,day,59090
8840,day,59091
5913,night,59092
5873,day,59093
5789,day,59094
827,day,59095
7922,day,59096
11323,night,59097
16449,day,59098
7296,night,59099
12835,night,59100
7266,day,59101
6057,day,59102
6297,day,59103
5784,night,59104
9371,day,59105
7417,day,59106
13719,day,59107
12078,night,59108
4234,night,59109
3864,night,59110
500,day,59111
2697,day,59112
9347,night,59113
